Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
LAVASH Food,,Кафе; Быстрое питание; Доставка готовых блюд; Пиццерии; Суши-бары,"проспект Акжол, 28/2",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.1,13,87016566000,87005511000,,,,http://lf.kz,,https://instagram.com/lavash_food_,,,https://wa.me/77016566000,https://wa.me/77005511000,,,,,51.182826,71.454981,https://2gis.com/firm/70000001067803455,branch
Bistro,центр плова,Кафе,"проспект Абая, 48/6 киоск",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.1,101,87752663329,,,,,,,,,,https://wa.me/77752663329,,,,,,51.1692,71.439434,https://2gis.com/firm/70000001055198369,branch
Дермен,кафе-кулинария,Кафе; Кондитерские изделия; Быстрое питание; Доставка готовых блюд,"улица Куляш Байсеитовой, 54",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.2,38,87004555021,87086394770,,,,,,https://instagram.com/dermen_cafe_astana,,,https://wa.me/77086394770,https://wa.me/77004555021,,,,,51.191639,71.387007,https://2gis.com/firm/70000001064488790,branch
ШАВЕРМА,ресторан быстрого питания,Кафе; Быстрое питание; Доставка готовых блюд,"улица Шабал Бейсековой, 3",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.7,39,87008099999,,,,,,,https://instagram.com/shaverma.kz,,,https://wa.me/77076688061,,,,,,51.182578,71.384583,https://2gis.com/firm/70000001069257456,branch
Gary Beer Bar,,Кафе; Бары,"улица Шолпан Иманбаевой, 8",цокольный этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 17:00-02:00; Вт: 17:00-02:00; Ср: 17:00-02:00; Чт: 17:00-02:00; Пт: 17:00-02:00; Сб: 17:00-03:00; Вс: 17:00-02:00,+05:00,4.7,29,87023699937,,,,,,,,,,https://wa.me/77023699937,,,,,,51.162905,71.435393,https://2gis.com/firm/70000001039239117,branch
Yugo Vostochka,,Кафе; Пекарни,"улица Ертис, 29",1 этаж,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+05:00,4.5,60,87018665763,,,,,,,https://instagram.com/yugo_vostochka,,,https://wa.me/77018665763,,,,,,51.148796,71.51794,https://2gis.com/firm/70000001041358116,branch
Ne Sen,бар,Кафе; Бары,"улица Габит Мусрепов, 5/2",,,Аль-Фараби м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 15:00-24:00; Вт: 15:00-24:00; Ср: 15:00-24:00; Чт: 15:00-24:00; Пт: 15:00-24:00; Сб: 15:00-24:00; Вс: 15:00-24:00,+05:00,4.9,18,87774758380,87779999637,,,,,,https://instagram.com/ne_sen_kafe,,,https://wa.me/77774758380,,,,,,51.153408,71.500094,https://2gis.com/firm/70000001075371552,branch
Pablo,лаундж-бар ,Кафе; Бары,"улица Санжара Асфендиярова, 3",,,,Нура район,Астана,,Астана,Казахстан,Пн: 15:00-03:00; Вт: 15:00-03:00; Ср: 15:00-03:00; Чт: 15:00-03:00; Пт: 15:00-05:00; Сб: 15:00-05:00; Вс: 15:00-03:00,+05:00,4.2,20,87004445901,,,,,,,https://instagram.com/pablolounge_bar,,,https://wa.me/77004445901,,,,,,51.132325,71.376359,https://2gis.com/firm/70000001081050267,branch
Dynamic,гриль-бар,Кафе; Бары; Караоке-залы,"проспект Туран, 60",,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.7,43,87762022335,,,,,http://dynamic-grill-bar.kamiqr.com/menu/delivery?utm_media=qr,,https://instagram.com/dynamic_grill_bar,,,https://wa.me/77762022335,,,,,,51.100824,71.396483,https://2gis.com/firm/70000001066170432,branch
13,кафе,Кафе; Доставка готовых блюд,"улица Шаймерден Косшыгулулы, 24/2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.8,25,87763385656,,,,,,,https://instagram.com/kz_cafe_13_astana,,,https://wa.me/77763385656,,,,,,51.173628,71.380573,https://2gis.com/firm/70000001080625789,branch
Шымкорган,кафе,Кафе,"улица Жолымбетская, 19",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.3,19,,,,,,,,,,,https://wa.me/77715890896,,,,,,51.196226,71.46383,https://2gis.com/firm/70000001060052873,branch
Value,кафе,Кафе; Доставка готовых блюд,"проспект Кабанбай батыр, 59/3",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 10:00-24:00,+05:00,4.5,130,87773052347,,,,,,,https://instagram.com/value_kitchen_bar,,,https://wa.me/77773052347,,,,,,51.076234,71.396734,https://2gis.com/firm/70000001079029072,branch
BJ,ресто-паб ,Кафе; Бары,"улица Ахмет Байтурсынулы, 51",,,Силикатный ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-24:00; Вт: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 14:00-24:00; Вс: 14:00-24:00,+05:00,4.7,12,87026773990,87074524809,,,,,,,,,https://wa.me/77026773990,https://wa.me/77074524809,,,,,51.117713,71.521732,https://2gis.com/firm/70000001084434146,branch
Altynym,,Кафе; Караоке-залы; Доставка готовых блюд,"улица Балкантау, 56/2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-03:00; Вт: 14:00-03:00; Ср: 14:00-03:00; Чт: 14:00-03:00; Пт: 14:00-03:00; Сб: 14:00-03:00; Вс: 14:00-03:00,+05:00,4.0,11,87056573087,87782778657,,,,,,,,,https://wa.me/77056573087,https://wa.me/77782778657,,,,,51.135125,71.498142,https://2gis.com/firm/70000001076254778,branch
Анель,кафе,Кафе; Бары,"улица Балкантау, 56/2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-03:00; Вт: 11:00-03:00; Ср: 11:00-03:00; Чт: 11:00-03:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-03:00,+05:00,5.0,37,87758741442,,,,,,,,,,https://wa.me/77758741442,,,,,,51.13515,71.498231,https://2gis.com/firm/70000001074566155,branch
Шашлычок,кафе,Кафе; Быстрое питание; Доставка готовых блюд,"улица Республики, 7304 киоск",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.5,629,87009005900 (служба доставки),,,kaminurka@mail.ru,,http://shashlychok.kz,,https://instagram.com/shashlychok01,,,https://wa.me/77477829898,,,,,,51.001984,71.378672,https://2gis.com/firm/70000001055108341,branch
Мята Platinum Expo,лаундж-бар,Кафе; Бары,"проспект Мангилик Ел, 53",С блок,,,Есиль район,Астана,,Астана,Казахстан,Пн: 15:00-04:00; Вт: 15:00-04:00; Ср: 15:00-04:00; Чт: 15:00-04:00; Пт: 15:00-04:00; Сб: 15:00-04:00; Вс: 15:00-04:00,+05:00,4.1,145,87003708282,,,,,,,https://instagram.com/myata.platinum.expo,,,https://wa.me/77003708282,,,viber://chat/?number=77003708282,,,51.092842,71.424839,https://2gis.com/firm/70000001057182044,branch
Пивной дворик,пивной бар,Кафе; Бары,"улица Темирбек Жургенов, 28/1",цокольный этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 15:00-01:00; Вт: 15:00-01:00; Ср: 15:00-01:00; Чт: 15:00-01:00; Пт: 15:00-01:00; Сб: 15:00-01:00; Вс: 15:00-01:00,+05:00,5.0,24,87713451777,,,,,,,,,,https://wa.me/77713451777,,,,,,51.123426,71.505649,https://2gis.com/firm/70000001040749703,branch
Рандеву,,Кафе; Бары,"проспект Женис, 37",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+05:00,4.0,13,87054864149,87013920744,,,,,,,,,,,,,,,51.176851,71.410354,https://2gis.com/firm/70000001018111683,branch
Happy Panda,,Кафе,"улица Ыбырай Алтынсарин, 3/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.7,15,87751056627,,,,,,,,,,https://wa.me/77751056627,,,,,,51.188679,71.409949,https://2gis.com/firm/70000001043574308,branch
Sova,кафе,Кафе; Бары,"улица Конституции, 19/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 15:00-03:00; Вт: 15:00-03:00; Ср: 15:00-03:00; Чт: 15:00-03:00; Пт: 15:00-03:00; Сб: 15:00-03:00; Вс: 18:00-03:00,+05:00,4.0,16,87089496836,,,,,,,,,,https://wa.me/77089496836,,,,,,51.195729,71.3933,https://2gis.com/firm/70000001031175782,branch
Sapa,кафе-халал,Кафе,"шоссе Каркаралы, 173",,,,,Астана,Косшы городская администрация,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.3,71,87473111517,,,,,,,https://instagram.com/sapa_kosshy,,,https://wa.me/77473111517,,,,,,51.004125,71.381198,https://2gis.com/firm/70000001047073791,branch
Айзере,кафе,Кафе,"улица Лесная поляна, 17",цокольный этаж,,Лесная поляна м-н,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.3,146,87756243263,,,,,,,https://instagram.com/kafe.aizere,,,https://wa.me/77756243263,,,,,,51.00185,71.373136,https://2gis.com/firm/70000001054575795,branch
Check in pub,бар,Кафе; Бары,"проспект Кабанбай батыр, 119",терминал 2; 2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,88,87172286515,,,,,,,https://instagram.com/check_in_pub,,,,,,,,,51.027,71.460043,https://2gis.com/firm/70000001052300266,branch
Samo doner,кафе,Кафе,"улица Караменде би Шакаулы, 7",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.8,17,87084852426,,,,,,,,,,https://wa.me/77084852426,,,,,,51.173953,71.368567,https://2gis.com/firm/70000001081897562,branch
Dotti Coffee,,Кафе,"шоссе Коргалжын, 25а",1 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 08:30-19:00; Вт: 08:30-19:00; Ср: 08:30-19:00; Чт: 08:30-19:00; Пт: 08:30-19:00; Сб: 08:30-12:00,+05:00,4.2,16,,,,,,,,https://instagram.com/dotti_coffee,,,,,,,,,51.148087,71.365849,https://2gis.com/firm/70000001066917809,branch
Рахат,кафе,Кафе,"проспект Нургиса Тлендиева, 24/8",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+05:00,4.5,20,87013528722,,,,,,,,,,,,,,,,51.190702,71.345466,https://2gis.com/firm/70000001020161058,branch
У дяди Славы,,Кафе,"улица Кокжелек, 8а",,,Силикатный ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-23:00; Вт: 14:00-23:00; Ср: 14:00-23:00; Чт: 14:00-23:00; Пт: 14:00-23:00; Сб: 14:00-23:00; Вс: 14:00-23:00,+05:00,4.5,17,,,,,,,,,,,https://wa.me/77788370992,https://wa.me/77015119273,,,,,51.134444,71.523169,https://2gis.com/firm/70000001026945747,branch
Capital Coffee & Pizza,,Кафе,"проспект Нургиса Тлендиева, 42",1 этаж,,Коктал-2 м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+05:00,4.6,119,87714034115,,,,,,,https://instagram.com/capital_coffee_pizza,,,https://wa.me/77714034115,,,,,,51.192189,71.33275,https://2gis.com/firm/70000001046644847,branch
Hadiya,кафе восточной кухни,Кафе; Караоке-залы,"улица Есет батыр, 30а",2 этаж,,Үркер ж/м,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.5,19,87018201985,,,,,,,https://instagram.com/hadiya_kafe_astana,,,https://wa.me/77018201985,,,,,,51.120077,71.241101,https://2gis.com/firm/70000001084082766,branch
Fara fish,,Кафе; Доставка готовых блюд,"улица Габидена Мустафина, 11а",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.1,15,87788057071,,,,,,,,,,https://wa.me/77788057071,,,,,,51.153363,71.508581,https://2gis.com/firm/70000001078536589,branch
Qazaq cafe,кафе,Кафе,"улица Жанадария, 126/1",,,Пригородный ж/м,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+05:00,4.2,23,87751111185,,,,,,,https://instagram.com/qazaq_cafe,,,https://wa.me/77751111185,,,,,,51.044199,71.430692,https://2gis.com/firm/70000001069368799,branch
PlovBerry,,Кафе; Молочные продукты; Кофейни; Кондитерские изделия; Доставка готовых блюд,"улица Алихан Бокейхан, 48",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,16,87765107620,,,,,,,https://instagram.com/plovberry.kz,,,https://wa.me/77765107620,,,,https://t.me/kair_erasyl,,51.086757,71.426134,https://2gis.com/firm/70000001083417144,branch
Душа Узбе4ки,,Кафе,"улица Республики, 12",,,,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-24:00,+05:00,4.5,27,87051132145,,,,,,,https://instagram.com/dusha_uzbechky_kosshy,,,https://wa.me/77051132145,,,,,,50.980299,71.355149,https://2gis.com/firm/70000001083045015,branch
Дәмді,кафе,Кафе,"улица Лесная поляна, 2",цокольный этаж,,Лесная поляна м-н,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00,+05:00,4.7,40,87785311392 (администратор),,,,,,,https://instagram.com/kafe_damdi,,,https://wa.me/77785311392,,,,,,50.999092,71.373664,https://2gis.com/firm/70000001037340154,branch
Jan ұя,кафе,Кафе; Кондитерские изделия; Хлебобулочные изделия; Доставка готовых блюд,"улица Лесная поляна, 22",цокольный этаж,,Лесная поляна м-н,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.1,40,87082855410,87005011068,,,,,,https://instagram.com/cafe_januia,,,https://wa.me/77082855410,https://wa.me/77005011068,,,,,51.003123,71.370127,https://2gis.com/firm/70000001057068887,branch
Новруз,кафе,Кафе,"улица Конституции, 9а",,,,,,Аршалынский район,Акмолинская область,Казахстан,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00,+05:00,4.1,31,87781383965,,,,,,,https://instagram.com/novruz_kafe,,,https://wa.me/77781383965,,,,,,51.083412,71.753028,https://2gis.com/firm/70000001059796714,branch
